id,home_ownership,annual_inc,loan_amnt,term,grade,loan_status
557732,MORTGAGE,43000,2000, 36 months,A,Fully Paid
557740,RENT,38400,10400, 36 months,D,Fully Paid
557757,MORTGAGE,105000,25000, 60 months,C,Fully Paid
557764,MORTGAGE,81204,3600, 36 months,A,Fully Paid
557784,MORTGAGE,90065,23500, 60 months,C,Fully Paid
557807,RENT,70000,8400, 60 months,C,Fully Paid
557811,RENT,46000,3600, 60 months,D,Charged Off
557825,MORTGAGE,110000,20000, 36 months,A,Fully Paid
557846,RENT,45312,13500, 36 months,A,Fully Paid
557851,RENT,64778,8500, 36 months,A,Fully Paid
557852,OWN,36000,12000, 36 months,D,Fully Paid
557926,MORTGAGE,24000,1200, 60 months,D,Charged Off
557932,MORTGAGE,69996,12000, 60 months,E,Charged Off
557971,RENT,80000,1800, 36 months,B,Fully Paid
557972,RENT,28800,9250, 36 months,C,Fully Paid
557983,OWN,125000,4000, 60 months,B,Fully Paid
557992,RENT,19200,5000, 60 months,C,Fully Paid
557997,MORTGAGE,110000,4750, 60 months,C,Charged Off
558003,RENT,14400,2000, 36 months,D,Charged Off
558006,RENT,30000,3000, 60 months,E,Charged Off
558022,RENT,27600,9000, 36 months,C,Fully Paid
558032,RENT,52000,9000, 36 months,E,Fully Paid
558089,RENT,26400,8000, 60 months,B,Fully Paid
558097,MORTGAGE,80400,8000, 36 months,A,Fully Paid
558102,RENT,60000,10000, 36 months,D,Fully Paid
558147,MORTGAGE,39600,3000, 60 months,C,Fully Paid
558162,RENT,20000,4800, 60 months,F,Charged Off
558163,RENT,87050,15000, 60 months,F,Fully Paid
558185,MORTGAGE,78000,15000, 36 months,A,Fully Paid
558190,RENT,54908,12000, 60 months,E,Fully Paid
558196,RENT,50400,13400, 60 months,C,Fully Paid
558201,RENT,50000,7200, 60 months,E,Fully Paid
558266,MORTGAGE,73000,14400, 36 months,C,Fully Paid
558268,OWN,40000,10000, 36 months,B,Fully Paid
558286,RENT,46500,9500, 36 months,A,Fully Paid
558309,MORTGAGE,48000,10000, 60 months,B,Fully Paid
558328,RENT,52800,8400, 36 months,B,Fully Paid
558335,OWN,60000,9600, 36 months,C,Fully Paid
558340,RENT,33488,10000, 60 months,D,Fully Paid
558358,RENT,200000,18000, 36 months,D,Fully Paid
558361,MORTGAGE,32000,12000, 60 months,E,Charged Off
558385,RENT,42600,8000, 60 months,E,Fully Paid
558387,RENT,55000,23000, 60 months,G,Fully Paid
558392,MORTGAGE,95680,17000, 36 months,A,Fully Paid
558394,RENT,25200,3400, 60 months,D,Fully Paid
558418,OWN,78000,10000, 60 months,B,Fully Paid
558437,RENT,51000,17500, 60 months,F,Fully Paid
558440,RENT,77000,25000, 36 months,B,Fully Paid
558447,MORTGAGE,65000,10000, 36 months,C,Fully Paid
558483,RENT,35000,10000, 60 months,F,Charged Off
558487,RENT,59000,6000, 36 months,A,Fully Paid
558495,MORTGAGE,40000,25000, 36 months,B,Fully Paid
558500,RENT,38900,4800, 36 months,C,Charged Off
558502,MORTGAGE,53155,4000, 36 months,A,Fully Paid
558503,RENT,65000,9000, 36 months,B,Fully Paid
558527,MORTGAGE,106982,30000, 36 months,D,Fully Paid
558529,OWN,32000,15600, 60 months,B,Fully Paid
558545,RENT,30000,10000, 36 months,B,Fully Paid
558548,RENT,58000,20000, 36 months,C,Fully Paid
558560,MORTGAGE,125000,8000, 60 months,E,Fully Paid
558578,RENT,80400,10400, 36 months,B,Fully Paid
558584,MORTGAGE,46400,12000, 36 months,A,Fully Paid
558588,MORTGAGE,142000,18000, 36 months,B,Fully Paid
558594,RENT,37000,2500, 36 months,A,Fully Paid
558597,RENT,40000,7500, 36 months,B,Fully Paid
558608,RENT,16008,2400, 60 months,D,Charged Off
558616,MORTGAGE,62004,18000, 60 months,B,Fully Paid
558619,RENT,50000,6000, 36 months,A,Charged Off
558643,MORTGAGE,130000,12000, 36 months,A,Fully Paid
558644,MORTGAGE,43596,6250, 60 months,B,Charged Off
558664,OWN,49000,8000, 60 months,C,Fully Paid
558676,MORTGAGE,38196,10750, 36 months,B,Fully Paid
558682,RENT,48000,10000, 36 months,B,Fully Paid
558684,MORTGAGE,48000,12000, 60 months,B,Fully Paid
558711,RENT,86000,6000, 36 months,D,Fully Paid
558723,RENT,118000,20000, 60 months,E,Fully Paid
558728,RENT,57996,7000, 36 months,C,Fully Paid
558758,MORTGAGE,78000,5000, 36 months,B,Charged Off
558771,RENT,40068,4500, 36 months,D,Fully Paid
558774,RENT,31800,14400, 36 months,B,Fully Paid
558785,RENT,41000,12000, 60 months,E,Fully Paid
558800,RENT,33000,11200, 60 months,D,Fully Paid
558828,MORTGAGE,60000,4000, 60 months,C,Fully Paid
558838,OWN,64200,8000, 60 months,D,Charged Off
558844,MORTGAGE,73000,9000, 36 months,B,Fully Paid
558863,RENT,91000,8000, 36 months,B,Fully Paid
558882,MORTGAGE,58000,4000, 36 months,B,Fully Paid
558899,MORTGAGE,45000,2825, 60 months,C,Fully Paid
558937,MORTGAGE,91000,10000, 36 months,D,Fully Paid
558939,MORTGAGE,60000,15000, 60 months,D,Fully Paid
558943,RENT,30160,6000, 60 months,D,Fully Paid
558955,MORTGAGE,85000,2500, 36 months,B,Fully Paid
558966,MORTGAGE,91000,22750, 60 months,C,Fully Paid
558974,RENT,22800,6000, 60 months,F,Charged Off
559039,MORTGAGE,80496,18000, 60 months,B,Fully Paid
559045,OWN,60000,2000, 36 months,B,Fully Paid
559052,OWN,17000,3200, 36 months,D,Fully Paid
559055,RENT,65000,10000, 60 months,G,Fully Paid
559081,MORTGAGE,36000,10750, 60 months,F,Fully Paid
559175,RENT,26400,3250, 36 months,C,Charged Off
559180,RENT,120000,15000, 36 months,A,Fully Paid
559196,MORTGAGE,102996,6000, 36 months,A,Fully Paid
559232,RENT,109896,13000, 60 months,D,Charged Off
559241,MORTGAGE,110000,9000, 60 months,B,Fully Paid
559242,RENT,45000,6000, 36 months,B,Fully Paid
559251,OWN,22440,4750, 36 months,B,Charged Off
559273,RENT,80000,25000, 60 months,E,Fully Paid
559282,RENT,28416,7000, 60 months,C,Fully Paid
559296,RENT,27996,2200, 36 months,D,Fully Paid
559328,RENT,42000,15000, 60 months,E,Fully Paid
559361,MORTGAGE,105000,15000, 36 months,E,Fully Paid
559368,MORTGAGE,105924,8400, 36 months,D,Fully Paid
559370,MORTGAGE,36000,6075, 60 months,C,Fully Paid
559387,MORTGAGE,47000,3850, 60 months,B,Fully Paid
559399,RENT,48000,4600, 36 months,B,Fully Paid
559407,MORTGAGE,98000,24000, 36 months,D,Fully Paid
559481,MORTGAGE,65004,24000, 60 months,B,Fully Paid
559490,MORTGAGE,80004,5500, 36 months,B,Fully Paid
559498,RENT,69000,8650, 36 months,B,Fully Paid
559499,MORTGAGE,55000,15000, 60 months,B,Fully Paid
559528,MORTGAGE,67500,3000, 36 months,A,Fully Paid
559541,RENT,35000,8000, 36 months,F,Fully Paid
559560,RENT,57000,12000, 36 months,A,Charged Off
559589,RENT,47028,3000, 60 months,D,Fully Paid
559595,RENT,58000,14500, 60 months,E,Fully Paid
559596,RENT,50000,5600, 36 months,B,Fully Paid
559607,OWN,33600,9600, 36 months,C,Fully Paid
559614,RENT,65520,10000, 36 months,A,Fully Paid
559635,MORTGAGE,74500,2800, 60 months,B,Fully Paid
559656,MORTGAGE,102000,6000, 36 months,C,Fully Paid
559660,MORTGAGE,68455,11200, 60 months,C,Fully Paid
559669,MORTGAGE,50000,9600, 60 months,A,Fully Paid
559692,MORTGAGE,93000,17500, 36 months,A,Fully Paid
559694,MORTGAGE,80400,20000, 36 months,B,Charged Off
559711,RENT,65000,8700, 36 months,A,Fully Paid
559726,RENT,65004,4800, 60 months,C,Fully Paid
559780,MORTGAGE,53124,6500, 36 months,C,Fully Paid
559781,RENT,32000,12000, 36 months,A,Fully Paid
559785,MORTGAGE,44000,10000, 36 months,B,Fully Paid
559795,MORTGAGE,60000,6000, 36 months,C,Charged Off
559800,OWN,90000,10000, 60 months,B,Fully Paid
559838,MORTGAGE,67200,2500, 36 months,C,Charged Off
559853,MORTGAGE,42557,16000, 60 months,B,Fully Paid
559869,RENT,76000,13000, 36 months,C,Fully Paid
559871,RENT,24000,2800, 36 months,A,Fully Paid
559894,RENT,12996,2000, 36 months,E,Fully Paid
559906,RENT,70000,11500, 36 months,B,Fully Paid
559932,RENT,43200,16000, 60 months,B,Fully Paid
559956,RENT,84996,12000, 36 months,D,Fully Paid
559964,RENT,95004,12000, 36 months,B,Fully Paid
559976,MORTGAGE,90000,8500, 36 months,D,Fully Paid
560004,OWN,33000,2000, 36 months,C,Fully Paid
560007,RENT,33600,9000, 36 months,B,Charged Off
560020,OWN,42000,2500, 36 months,A,Fully Paid
560041,RENT,67000,4000, 60 months,A,Fully Paid
560051,RENT,24000,4000, 36 months,A,Fully Paid
560053,RENT,39000,3200, 60 months,F,Fully Paid
560106,MORTGAGE,80004,9500, 36 months,A,Fully Paid
560109,MORTGAGE,107496,24250, 60 months,E,Fully Paid
560114,MORTGAGE,54000,1200, 36 months,A,Fully Paid
560128,RENT,56000,12000, 36 months,B,Fully Paid
560132,RENT,66000,5050, 36 months,B,Fully Paid
560150,MORTGAGE,124800,25000, 60 months,C,Charged Off
560155,MORTGAGE,79000,16200, 60 months,B,Fully Paid
560187,RENT,57600,10000, 36 months,D,Fully Paid
560208,MORTGAGE,70000,25000, 60 months,C,Fully Paid
560221,MORTGAGE,150000,9000, 60 months,B,Fully Paid
560227,MORTGAGE,30000,4800, 60 months,B,Fully Paid
560253,RENT,12000,3200, 36 months,B,Fully Paid
560268,RENT,36000,10000, 60 months,B,Fully Paid
560292,OWN,80000,24000, 60 months,G,Fully Paid
560294,MORTGAGE,75000,9250, 36 months,D,Fully Paid
560361,MORTGAGE,50000,4800, 36 months,C,Fully Paid
560364,RENT,36000,11900, 60 months,C,Fully Paid
560368,OWN,48000,4200, 36 months,C,Fully Paid
560370,RENT,41000,14000, 60 months,D,Fully Paid
560395,MORTGAGE,67260,6500, 36 months,A,Fully Paid
560435,MORTGAGE,112000,15000, 36 months,B,Fully Paid
560449,OWN,120000,3600, 36 months,D,Fully Paid
560450,RENT,83004,12000, 36 months,C,Fully Paid
560462,RENT,19200,6000, 60 months,E,Fully Paid
560464,MORTGAGE,107221,10000, 36 months,B,Fully Paid
560486,RENT,48000,8000, 36 months,C,Fully Paid
560504,MORTGAGE,26400,4400, 36 months,B,Fully Paid
560520,MORTGAGE,42900,13000, 60 months,D,Fully Paid
560524,OWN,26004,7500, 36 months,A,Fully Paid
560526,RENT,36000,4000, 36 months,C,Fully Paid
560546,MORTGAGE,136092,8000, 36 months,C,Fully Paid
560605,MORTGAGE,157500,25000, 36 months,B,Fully Paid
560609,MORTGAGE,44000,18000, 60 months,D,Fully Paid
560610,RENT,40800,5000, 60 months,B,Fully Paid
560657,MORTGAGE,76300,3000, 36 months,B,Fully Paid
560659,RENT,60000,18000, 36 months,D,Fully Paid
560669,MORTGAGE,69552,25000, 60 months,C,Fully Paid
560674,RENT,33600,1000, 36 months,B,Fully Paid
560680,MORTGAGE,36000,8000, 36 months,C,Fully Paid
560682,RENT,42000,5000, 36 months,B,Fully Paid
560688,MORTGAGE,133250,25000, 60 months,G,Fully Paid
560712,MORTGAGE,77000,25000, 36 months,E,Fully Paid
560745,MORTGAGE,90000,17500, 60 months,B,Charged Off
560773,RENT,70000,2400, 36 months,C,Fully Paid
560780,MORTGAGE,60000,17500, 36 months,A,Fully Paid
560784,RENT,83000,15000, 60 months,E,Fully Paid
560787,RENT,74400,25000, 36 months,B,Fully Paid
560840,RENT,21812,6000, 36 months,C,Fully Paid
560844,RENT,72000,15000, 36 months,E,Fully Paid
560847,MORTGAGE,200000,25000, 60 months,E,Fully Paid
560857,RENT,31200,6000, 60 months,B,Fully Paid
560858,MORTGAGE,78000,15000, 60 months,F,Fully Paid
560860,MORTGAGE,329000,25000, 60 months,C,Fully Paid
560881,OWN,35004,3000, 36 months,D,Fully Paid
560896,RENT,30000,11000, 60 months,B,Fully Paid
560914,OWN,31000,18200, 60 months,E,Fully Paid
560923,RENT,24996,6000, 36 months,C,Fully Paid
560949,MORTGAGE,46992,11200, 60 months,B,Fully Paid
560965,RENT,31680,6000, 36 months,B,Fully Paid
560971,RENT,244000,9000, 36 months,C,Fully Paid
560993,MORTGAGE,72000,10000, 36 months,A,Fully Paid
561027,RENT,53000,10000, 60 months,D,Fully Paid
561083,RENT,36000,6000, 36 months,B,Fully Paid
561123,MORTGAGE,210000,16000, 60 months,D,Fully Paid
561154,MORTGAGE,78000,10000, 60 months,B,Fully Paid
561156,RENT,54000,5500, 36 months,C,Fully Paid
561168,RENT,65000,20000, 36 months,C,Charged Off
561175,MORTGAGE,44016,3600, 60 months,B,Fully Paid
561179,MORTGAGE,61240,12000, 60 months,D,Charged Off
561189,RENT,62604,9000, 36 months,A,Fully Paid
561192,MORTGAGE,36000,3250, 36 months,A,Charged Off
561197,MORTGAGE,57600,8400, 60 months,A,Fully Paid
561236,RENT,45000,2000, 36 months,A,Fully Paid
561248,MORTGAGE,42000,12000, 36 months,B,Fully Paid
561254,MORTGAGE,104000,22000, 60 months,C,Fully Paid
561280,MORTGAGE,120000,5600, 36 months,B,Fully Paid
561309,RENT,30000,8000, 36 months,C,Fully Paid
561337,MORTGAGE,86000,2650, 36 months,C,Fully Paid
561347,RENT,100000,16000, 36 months,B,Fully Paid
561354,RENT,14400,1400, 36 months,B,Fully Paid
561360,RENT,88000,15000, 60 months,C,Fully Paid
561362,MORTGAGE,60000,5000, 60 months,E,Fully Paid
561371,OWN,24972,2600, 36 months,B,Fully Paid
561374,RENT,60000,5000, 36 months,A,Fully Paid
561379,RENT,38400,8000, 36 months,A,Fully Paid
561392,MORTGAGE,36000,4000, 60 months,D,Charged Off
561407,MORTGAGE,65129,16000, 60 months,D,Charged Off
561418,MORTGAGE,93000,20000, 36 months,E,Fully Paid
561426,RENT,140600,25000, 60 months,G,Fully Paid
561435,RENT,30000,5000, 36 months,B,Fully Paid
561446,MORTGAGE,75000,15000, 60 months,D,Fully Paid
561453,RENT,42000,4000, 36 months,B,Fully Paid
561454,RENT,105000,22000, 60 months,G,Charged Off
561461,MORTGAGE,36000,6650, 60 months,B,Fully Paid
561467,RENT,25000,14000, 60 months,B,Fully Paid
561481,RENT,60000,8000, 36 months,C,Fully Paid
561487,RENT,40800,8400, 60 months,E,Charged Off
561530,MORTGAGE,45000,6375, 36 months,A,Fully Paid
561546,MORTGAGE,95000,8000, 36 months,D,Fully Paid
561547,RENT,780000,6000, 60 months,B,Fully Paid
561552,OWN,43000,15000, 36 months,A,Fully Paid
561554,RENT,69996,25000, 36 months,D,Fully Paid
561563,RENT,75000,10000, 36 months,D,Charged Off
561568,MORTGAGE,90000,20000, 60 months,B,Fully Paid
561578,RENT,24996,7000, 36 months,B,Fully Paid
561595,RENT,42000,17500, 60 months,C,Charged Off
561605,RENT,57692,5000, 36 months,C,Fully Paid
561614,MORTGAGE,201000,15000, 36 months,B,Fully Paid
561629,RENT,33000,10800, 60 months,E,Fully Paid
561640,MORTGAGE,54996,12000, 60 months,C,Fully Paid
561655,RENT,67704,15000, 36 months,B,Fully Paid
561660,MORTGAGE,72000,15000, 36 months,D,Fully Paid
561666,MORTGAGE,76296,18000, 36 months,A,Fully Paid
561670,RENT,12000,3500, 60 months,C,Fully Paid
561698,MORTGAGE,60000,7500, 36 months,D,Fully Paid
561707,OWN,140000,21000, 60 months,D,Charged Off
561711,RENT,25000,9250, 36 months,B,Fully Paid
561718,MORTGAGE,60000,25000, 60 months,C,Fully Paid
561719,RENT,88000,8000, 36 months,B,Fully Paid
561734,RENT,33000,6000, 36 months,D,Fully Paid
561741,RENT,80004,24250, 60 months,C,Fully Paid
561828,RENT,35000,4000, 60 months,B,Fully Paid
561842,MORTGAGE,39000,6000, 36 months,A,Fully Paid
561851,RENT,30500,25000, 60 months,B,Charged Off
561859,RENT,51000,1500, 60 months,F,Fully Paid
561884,RENT,48100,4800, 60 months,E,Fully Paid
561896,MORTGAGE,45000,4000, 60 months,A,Fully Paid
561914,RENT,71000,8400, 60 months,B,Fully Paid
561938,RENT,36000,4800, 36 months,B,Fully Paid
561951,RENT,65000,20000, 36 months,B,Fully Paid
562036,MORTGAGE,155000,8000, 36 months,C,Fully Paid
562040,RENT,71000,8000, 36 months,B,Fully Paid
562067,OWN,51600,6000, 36 months,D,Fully Paid
562133,OWN,42000,8000, 36 months,B,Fully Paid
562145,MORTGAGE,32000,2000, 36 months,C,Fully Paid
562173,MORTGAGE,88500,25000, 60 months,C,Charged Off
562178,RENT,38400,1000, 36 months,C,Fully Paid
562202,OWN,10000,3250, 36 months,B,Fully Paid
562203,MORTGAGE,50000,10000, 36 months,A,Fully Paid
562218,RENT,37200,7000, 36 months,A,Fully Paid
562224,RENT,34000,10000, 36 months,C,Fully Paid
562256,RENT,47000,9000, 36 months,A,Fully Paid
562261,MORTGAGE,60000,7750, 36 months,B,Charged Off
562282,MORTGAGE,51996,12000, 60 months,E,Fully Paid
562283,MORTGAGE,67500,16000, 60 months,D,Fully Paid
562313,MORTGAGE,70000,10000, 60 months,B,Charged Off
562332,MORTGAGE,49713,12000, 36 months,B,Fully Paid
562349,RENT,75000,5000, 36 months,A,Fully Paid
562369,MORTGAGE,110000,12800, 36 months,E,Fully Paid
562404,RENT,31008,21250, 60 months,B,Charged Off
562409,OWN,75000,25000, 60 months,G,Fully Paid
562416,RENT,18000,2400, 36 months,C,Fully Paid
562418,MORTGAGE,45000,10000, 60 months,E,Charged Off
562456,RENT,35000,12250, 36 months,C,Charged Off
562457,MORTGAGE,77000,8000, 36 months,A,Fully Paid
562499,OWN,42000,10000, 60 months,E,Charged Off
562505,RENT,47000,10000, 60 months,F,Charged Off
562535,RENT,129996,25000, 60 months,B,Fully Paid
562536,RENT,21360,7500, 36 months,A,Fully Paid
562554,OWN,40800,14400, 36 months,C,Fully Paid
562575,MORTGAGE,32960,12000, 60 months,B,Fully Paid
562589,RENT,80585,8000, 60 months,C,Fully Paid
562608,MORTGAGE,60000,9600, 36 months,A,Fully Paid
562611,RENT,71000,16500, 36 months,C,Fully Paid
562619,RENT,60000,11300, 36 months,C,Fully Paid
562670,MORTGAGE,206000,25000, 60 months,C,Fully Paid
562677,RENT,54996,2500, 36 months,C,Fully Paid
562681,MORTGAGE,113000,25000, 60 months,C,Fully Paid
562700,MORTGAGE,50000,14500, 60 months,B,Fully Paid
562710,RENT,52000,6200, 36 months,D,Fully Paid
562719,MORTGAGE,96000,8000, 36 months,A,Fully Paid
562732,MORTGAGE,54000,4000, 36 months,A,Fully Paid
562787,MORTGAGE,53004,6000, 60 months,E,Fully Paid
562800,MORTGAGE,45000,12250, 60 months,C,Fully Paid
562812,MORTGAGE,96000,5000, 60 months,A,Fully Paid
562816,MORTGAGE,138962,10000, 60 months,B,Charged Off
562819,RENT,43000,22750, 60 months,B,Fully Paid
562822,MORTGAGE,135000,24000, 36 months,D,Charged Off
562842,MORTGAGE,57228,19750, 60 months,D,Fully Paid
562869,MORTGAGE,90000,17000, 60 months,B,Fully Paid
562920,RENT,110000,25000, 60 months,G,Fully Paid
562923,MORTGAGE,38400,10000, 36 months,C,Fully Paid
562924,MORTGAGE,63200,19400, 60 months,B,Fully Paid
562958,RENT,14400,2100, 36 months,D,Charged Off
562972,MORTGAGE,45500,5000, 36 months,C,Fully Paid
563040,RENT,34000,5000, 36 months,A,Fully Paid
563058,RENT,54100,4500, 36 months,A,Fully Paid
563076,RENT,68400,20000, 36 months,D,Charged Off
563097,RENT,70000,15000, 36 months,C,Fully Paid
563116,MORTGAGE,95000,4000, 36 months,A,Fully Paid
563119,RENT,34500,12000, 36 months,D,Fully Paid
563157,MORTGAGE,67000,19425, 60 months,F,Charged Off
563175,MORTGAGE,80000,23000, 60 months,C,Fully Paid
563176,RENT,24000,5500, 60 months,C,Fully Paid
563198,RENT,195000,1250, 36 months,C,Fully Paid
563209,RENT,50000,1600, 60 months,C,Fully Paid
563240,OWN,41004,4000, 36 months,A,Fully Paid
563247,RENT,58000,4500, 36 months,C,Fully Paid
563254,MORTGAGE,88000,4000, 36 months,A,Fully Paid
563259,RENT,130000,24000, 36 months,B,Fully Paid
563264,MORTGAGE,60000,20000, 60 months,C,Fully Paid
563328,RENT,36000,16000, 36 months,B,Fully Paid
563334,MORTGAGE,43200,8000, 36 months,A,Charged Off
563362,OWN,24960,4525, 36 months,A,Fully Paid
563372,MORTGAGE,30000,11500, 60 months,C,Fully Paid
563382,RENT,80000,12000, 36 months,D,Charged Off
563389,RENT,119976,24250, 60 months,B,Fully Paid
563410,RENT,42000,8400, 36 months,D,Fully Paid
563412,RENT,65004,3000, 36 months,C,Fully Paid
563450,MORTGAGE,103200,9000, 36 months,A,Fully Paid
563455,RENT,32000,5000, 36 months,C,Fully Paid
563456,RENT,31200,3000, 36 months,B,Fully Paid
563460,MORTGAGE,52400,21000, 36 months,B,Fully Paid
563461,MORTGAGE,72000,5975, 36 months,B,Fully Paid
563485,RENT,108000,15000, 60 months,D,Fully Paid
563511,MORTGAGE,74500,9800, 36 months,D,Charged Off
563539,RENT,40000,1950, 36 months,B,Fully Paid
563567,RENT,76254,14000, 36 months,B,Fully Paid
563569,MORTGAGE,97000,6800, 36 months,C,Fully Paid
563573,MORTGAGE,170000,20000, 36 months,D,Fully Paid
563608,MORTGAGE,72000,8000, 60 months,C,Fully Paid
563630,MORTGAGE,65000,7000, 36 months,C,Fully Paid
563631,MORTGAGE,85000,25000, 36 months,B,Fully Paid
563669,MORTGAGE,35000,6000, 36 months,A,Fully Paid
563676,RENT,40800,16750, 60 months,E,Fully Paid
563684,RENT,16800,2400, 36 months,C,Charged Off
563685,RENT,160000,24000, 36 months,F,Charged Off
563689,MORTGAGE,115000,8000, 36 months,A,Fully Paid
563700,OWN,21600,2400, 60 months,E,Charged Off
563701,MORTGAGE,87500,25000, 36 months,C,Fully Paid
563730,MORTGAGE,52000,16000, 60 months,D,Fully Paid
563742,MORTGAGE,100000,15000, 60 months,B,Fully Paid
563769,RENT,30000,5000, 36 months,B,Fully Paid
563835,MORTGAGE,85000,8000, 36 months,A,Fully Paid
563914,MORTGAGE,45000,5000, 60 months,E,Charged Off
563915,MORTGAGE,150000,15000, 36 months,C,Fully Paid
563919,RENT,100000,12000, 36 months,A,Fully Paid
563957,RENT,100000,17600, 60 months,F,Fully Paid
563983,MORTGAGE,45500,12000, 60 months,B,Charged Off
564020,MORTGAGE,25000,5000, 60 months,C,Charged Off
564035,RENT,48000,5000, 60 months,F,Fully Paid
564046,MORTGAGE,75000,15000, 60 months,D,Fully Paid
564063,RENT,40500,12500, 36 months,C,Fully Paid
564084,RENT,20000,3000, 36 months,C,Fully Paid
564101,RENT,96000,8400, 60 months,D,Fully Paid
564116,RENT,30000,2000, 36 months,B,Fully Paid
564118,OWN,42000,12000, 60 months,B,Fully Paid
564165,RENT,22800,1000, 36 months,B,Fully Paid
564174,MORTGAGE,53000,10000, 60 months,F,Fully Paid
564180,MORTGAGE,120000,4600, 36 months,A,Fully Paid
